Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
"Equipos de emergencia atienden Corrimiento de tierra en Colón, Entre Ríos","Una corrimiento de tierra de gran magnitud afectó a Colón, Entre Ríos. El incidente generando preocupación entre autoridades provinciales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Corrimiento de tierra,-32.173971,-58.18156,17/02/2012
Declaran emergencia tras Fenómeno meteorológico con granizo en Maipú,La región de Maipú en Mendoza sufrió los efectos de una intensa fenómeno meteorológico con granizo. El incidente generando caos en el transporte público y privado. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.,Fenómeno meteorológico con granizo,-32.924598,-68.781004,15/07/2005
"Terremoto destructivo genera crisis en Pico Truncado, Santa Cruz","Severa terremoto destructivo impactó en la localidad de Pico Truncado, Santa Cruz. El incidente provocando la activación de protocolos de emergencia. La población ha sido alertada para tomar precauciones adicionales.",Terremoto destructivo,-46.844734,-68.008593,09/08/2000
"Serio incidente: Nevada fuera de temporada en San Miguel de Tucumán, Tucumán","Severa nevada fuera de temporada impactó en la localidad de San Miguel de Tucumán, Tucumán. El incidente provocando pánico entre los residentes locales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Nevada fuera de temporada,-26.844091,-65.199288,25/10/2006
Ráfagas destructivas provoca emergencia en Charata,"Una ráfagas destructivas de gran magnitud afectó a Charata, Chaco. El incidente interrumpiendo servicios básicos en toda la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Ráfagas destructivas,-27.16855,-61.199709,22/04/2003
"Helada fuera de temporada causa estragos en Barranqueras, Chaco","Una helada fuera de temporada de gran magnitud afectó a Barranqueras, Chaco. El incidente provocando pánico entre los residentes locales. El municipio ha activado el protocolo de emergencias para esta situación.",Helada fuera de temporada,-27.462572,-58.984102,06/10/2016
"Ventisca con nieve afecta a San Vicente, Misiones","Una ventisca con nieve de gran magnitud afectó a San Vicente, Misiones. El incidente afectando gravemente la infraestructura local. Bomberos y personal de seguridad trabajan intensamente en la zona.",Ventisca con nieve,-26.961248,-54.513814,26/02/2021
"Ráfagas destructivas impacta en San Telmo, CABA","Severa ráfagas destructivas impactó en la localidad de San Telmo, CABA. El incidente provocando cortes de energía y problemas en el suministro de agua. El municipio ha activado el protocolo de emergencias para esta situación.",Ráfagas destructivas,-34.648564,-58.334608,10/08/2024
"Preocupación por Nevada fuera de temporada en Tartagal, Salta","Una nevada fuera de temporada de gran magnitud afectó a Tartagal, Salta. El incidente obligando a evacuar a residentes de la zona. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Nevada fuera de temporada,-22.490164,-63.832698,15/04/2007
"Réplica sísmica provoca emergencia en Bella Vista, Corrientes","Una réplica sísmica de gran magnitud afectó a Bella Vista, Corrientes. El incidente dejando un rastro de destrucción importante. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Réplica sísmica,-28.502067,-59.044697,26/01/2024
"Incendio en reserva natural causa estragos en Concepción, Tucumán","Una incendio en reserva natural de gran magnitud afectó a Concepción, Tucumán. El incidente dejando a varios sectores sin comunicación. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Incendio en reserva natural,-27.309138,-65.621386,03/10/2009
"Helada destructiva causa estragos en Chilecito, La Rioja",La región de Chilecito en La Rioja sufrió los efectos de una intensa helada destructiva. El incidente con un saldo inicial de varias personas heridas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.,Helada destructiva,-29.190577,-67.453516,31/03/2001
"Puerto Madryn sufre las consecuencias de Temporal de viento, Chubut",La región de Puerto Madryn en Chubut sufrió los efectos de una intensa temporal de viento. El incidente causando daños en cultivos y producción agrícola. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Temporal de viento,-42.740121,-65.079854,24/06/2006
Villa Carlos Paz en alerta por Vendaval,"Una vendaval de gran magnitud afectó a Villa Carlos Paz, Córdoba. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Vendaval,-31.40984,-64.496036,15/01/2001
"Consecuencias graves tras Nube de ceniza en Famaillá, Tucumán","Severa nube de ceniza impactó en la localidad de Famaillá, Tucumán. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Nube de ceniza,-27.019625,-65.355294,28/02/2017
San Isidro en alerta por Escasez de agua,"Una escasez de agua de gran magnitud afectó a San Isidro, Buenos Aires. El incidente generando preocupación entre autoridades provinciales. Se han habilitado refugios temporales para las familias afectadas.",Escasez de agua,-34.468939,-58.51421,24/09/2013
Torbellino sorprende a habitantes de Embarcación,"Una torbellino de gran magnitud afectó a Embarcación, Salta. El incidente con un saldo inicial de varias personas heridas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Torbellino,-23.214754,-64.072767,07/06/2017
"Equipos de emergencia atienden Contaminación por ceniza volcánica en La Toma, San Luis",La región de La Toma en San Luis sufrió los efectos de una intensa contaminación por ceniza volcánica. El incidente dejando a la población incomunicada por varias horas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.,Contaminación por ceniza volcánica,-33.004486,-65.662499,25/10/2015
Situación crítica por Vendaval en Concordia,"Severa vendaval impactó en la localidad de Concordia, Entre Ríos. El incidente causando daños en cultivos y producción agrícola. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Vendaval,-31.440777,-58.056094,29/04/2017
"Tormenta con piedras de granizo causa estragos en Paraná, Entre Ríos","Severa tormenta con piedras de granizo impactó en la localidad de Paraná, Entre Ríos. El incidente dejando un rastro de destrucción importante. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Tormenta con piedras de granizo,-31.732177,-60.537944,08/08/2003
Situación crítica por Vendaval en La Banda,La región de La Banda en Santiago del Estero sufrió los efectos de una intensa vendaval. El incidente obligando a evacuar a residentes de la zona. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.,Vendaval,-27.716963,-64.255454,09/07/2001
"Evento sísmico causa estragos en Guaymallén, Mendoza","Severa evento sísmico impactó en la localidad de Guaymallén, Mendoza. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Evento sísmico,-32.89991,-68.759266,13/09/2018
Equipos de emergencia atienden Caída de ceniza en Puerto Deseado,"Severa caída de ceniza impactó en la localidad de Puerto Deseado, Santa Cruz. El incidente afectando el normal desarrollo de actividades en la zona. La población ha sido alertada para tomar precauciones adicionales.",Caída de ceniza,-47.72105,-65.85514,12/06/2015
Serio incidente: Tormenta con piedras de granizo en Mar del Plata,La región de Mar del Plata en Buenos Aires sufrió los efectos de una intensa tormenta con piedras de granizo. El incidente generando preocupación entre autoridades provinciales. La población ha sido alertada para tomar precauciones adicionales.,Tormenta con piedras de granizo,-38.055229,-57.591879,18/11/2014
"Consecuencias graves tras Fuego en bosque nativo en Villa Carlos Paz, Córdoba","Severa fuego en bosque nativo impactó en la localidad de Villa Carlos Paz, Córdoba. El incidente resultando en el cierre temporal de escuelas y comercios. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Fuego en bosque nativo,-31.424029,-64.531248,25/03/2012
Manga de viento causa estragos en San Juan,"Una manga de viento de gran magnitud afectó a San Juan, San Juan. El incidente provocando cortes de energía y problemas en el suministro de agua. Bomberos y personal de seguridad trabajan intensamente en la zona.",Manga de viento,-31.504672,-68.550745,25/08/2017
Fuego en bosque nativo afecta a Bell Ville,"Severa fuego en bosque nativo impactó en la localidad de Bell Ville, Córdoba. El incidente dejando a varios sectores sin comunicación. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Fuego en bosque nativo,-32.593385,-62.7291,30/06/2022
Equipos de emergencia atienden Tornado en Perico,"Una tornado de gran magnitud afectó a Perico, Jujuy. El incidente destruyendo viviendas y dejando a familias evacuadas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Tornado,-24.422568,-65.087384,26/08/2023
"Preocupación por Vientos huracanados en San Pedro de Jujuy, Jujuy","Una vientos huracanados de gran magnitud afectó a San Pedro de Jujuy, Jujuy. El incidente provocando cortes de energía y problemas en el suministro de agua. La población ha sido alertada para tomar precauciones adicionales.",Vientos huracanados,-24.244229,-64.902102,20/06/2003
"Vendaval causa estragos en Junín, Buenos Aires",La región de Junín en Buenos Aires sufrió los efectos de una intensa vendaval. El incidente dejando varios heridos y daños materiales. El municipio ha activado el protocolo de emergencias para esta situación.,Vendaval,-34.560134,-60.986388,03/11/2014
Alerta por Fenómeno de viento rotativo en Palpalá,"Una fenómeno de viento rotativo de gran magnitud afectó a Palpalá, Jujuy. El incidente resultando en el cierre temporal de escuelas y comercios. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Fenómeno de viento rotativo,-24.250536,-65.231171,28/05/2010
Nevada fuera de temporada genera crisis en San Nicolás,"Severa nevada fuera de temporada impactó en la localidad de San Nicolás, Buenos Aires. El incidente provocando pánico entre los residentes locales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Nevada fuera de temporada,-33.318178,-60.184434,01/06/2005
"Paraná en alerta por Helada severa, Entre Ríos","Una helada severa de gran magnitud afectó a Paraná, Entre Ríos. El incidente resultando en el cierre temporal de escuelas y comercios. El municipio ha activado el protocolo de emergencias para esta situación.",Helada severa,-31.746769,-60.494739,21/02/2016
"Evacuaciones por Récord histórico de calor en Aguilares, Tucumán",La región de Aguilares en Tucumán sufrió los efectos de una intensa récord histórico de calor. El incidente afectando gravemente la infraestructura local. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.,Récord histórico de calor,-27.483246,-65.635991,19/09/2004
Belén sufre las consecuencias de Quema de pastizales,La región de Belén en Catamarca sufrió los efectos de una intensa quema de pastizales. El incidente causando pérdidas millonarias y afectando a cientos de personas. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Quema de pastizales,-27.648377,-67.03679,19/01/2010
